run_id,mol_id,condition,guidance_scale,seed,smiles,valid,connected,ifp_tanimoto,ifp_tversky,hinge_hbond,qed,sa_score,n_heavy_atoms,posebusters_valid,posebusters_fail_reasons,vina_score,ligand_efficiency
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0001,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.7272727272727273,0.7272727272727273,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0002,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.6363636363636364,0.6363636363636364,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0003,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0004,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0005,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.6363636363636364,0.6363636363636364,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0006,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0007,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5833333333333334,0.6363636363636364,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0008,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0009,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.4166666666666667,0.45454545454545453,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0010,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.6363636363636364,0.6363636363636364,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0011,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0012,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0013,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0014,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.5454545454545454,0.5454545454545454,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0015,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.4166666666666667,0.45454545454545453,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0016,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.45454545454545453,0.45454545454545453,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0017,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.4166666666666667,0.45454545454545453,0,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0018,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.3333333333333333,0.36363636363636365,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0019,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.4166666666666667,0.45454545454545453,0,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0020,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.45454545454545453,0.45454545454545453,1,,,,,,,
2026-09-18-3war-s0-n100-r7,2026-09-18-3war-s0-n100-r7-0021,,0.0,7,[H]c1nc([H])c(C(=O)[O-])c([H])c1[H],1,1,0.6363636363636364,0.6363636363636364,1,,,,,,,
