run_id,mol_id,condition,guidance_scale,seed,smiles,valid,connected,ifp_tanimoto,ifp_tversky,hinge_hbond,qed,sa_score,n_heavy_atoms,posebusters_valid,posebusters_fail_reasons,vina_score,ligand_efficiency
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0002,pocket-ref-ligand,0.0,0,[H]OP(=O)(O[H])[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])O[P@@]1(=O)O[H].[H]c1c(Cl)c([H])c2c3c(n([H])c2c1[H])C([H])([H])[C@]1([H])OC([H])([H])[C@@]1([H])C([H])([H])C3([H])[H],1,0,0.07142857142857142,0.07142857142857142,1,0.47692993721095844,8.48098137032838,30,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0003,pocket-ref-ligand,0.0,0,[H]O[C@]([H])(C(=O)N([H])O[C@@]1([H])C([H])([H])C([H])=NC([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(N1C([H])([H])[N+]([H])([H])C([H])([H])[C@]1([H])S[H])C([H])([H])[H],1,1,0.0625,0.07142857142857142,1,0.3668708658353229,8.515094622640534,21,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0004,pocket-ref-ligand,0.0,0,[H]ON([H])C(=O)[C@]([H])(C([H])=[S@@]([H])[C@@]1([H])c2c(noc2N([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])N([H])N(C([H])([H])[H])N([H])[C@]21[H])[C@]1([H])C(=O)N1[H],1,1,0.13333333333333333,0.14285714285714285,1,0.10051109958755239,8.23318985267101,26,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0005,pocket-ref-ligand,0.0,0,[H]ON(C(=O)[C@]([H])(C#N)C1=C([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],1,1,0.06666666666666667,0.07142857142857142,1,0.4631199248538378,7.7756756686348,17,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0006,pocket-ref-ligand,0.0,0,[H]OC1=C2C3=C(C(C(=O)[O-])=C([H])C1([H])[H])C([H])([H])C([H])([H])[S@@]([H])([C@]([H])(O[H])C([H])([H])C(=O)[O-])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C(=O)N([H])[H])/C([H])=C\3[C@]([H])(C([H])([H])[H])C([H])([H])C2([H])[H],1,1,0.15789473684210525,0.21428571428571427,1,0.3823708194993136,8.694103194381867,33,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0008,pocket-ref-ligand,0.0,0,[H]O[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]2([H])C(=C([H])[C@]1([H])C(=O)[O-])C([H])([H])n1nc([H])c(OC([H])([H])[H])c12,1,1,0.13333333333333333,0.14285714285714285,1,0.7652084184854614,7.760979053234456,20,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0009,pocket-ref-ligand,0.0,0,[H]c1c2nnc(C#N)c-2c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])[C@]2([H])SC([H])([H])C2([H])[H])C([H])([H])[N+]([H])([H])[H])c1[H],1,1,0.1111111111111111,0.14285714285714285,1,0.7512464471658417,7.887771494698251,23,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0010,pocket-ref-ligand,0.0,0,[H]c1nn(C([H])([H])C([H])([H])N2C([H])([H])N([H])N([H])C2([H])[H])nc1C([H])([H])Oc1c([H])nc2c(c1F)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],1,1,0.0,0.0,0,0.6835846877072627,7.5901667609925845,27,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0011,pocket-ref-ligand,0.0,0,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])[C@@](OC([H])([H])[H])(C2=C(Cl)[C@@]([H])(O[H])C([N+]([H])([H])C([H])([H])[H])=C2C([H])([H])C([H])([H])[H])C([H])([H])[H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])O[H])c1[H],1,1,0.29411764705882354,0.35714285714285715,1,0.36682768963600365,8.519314233735544,31,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0012,pocket-ref-ligand,0.0,0,[H]OC([H])([H])[C@]([H])(C([H])([H])c1c([H])c([H])c([H])c([C@@]2([H])C([H])([H])C([H])([H])O[C@@]3([H])C(=O)N([H])O[C@]32C([H])([H])[H])c1[H])C([H])([H])C(F)(F)F,1,1,0.06666666666666667,0.07142857142857142,0,0.8322543966216428,8.027547786612596,26,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0013,pocket-ref-ligand,0.0,0,[H]OC([H])=C1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C#CC([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])N([H])C(=O)C([H])([H])[H],1,1,0.13333333333333333,0.14285714285714285,1,0.42635659833728407,8.585004831390172,22,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0014,pocket-ref-ligand,0.0,0,[H]OC([H])([H])C([H])([H])[C@@]([H])(C(=O)C([H])([H])[H])N([H])C(=O)N([H])c1c([H])c([H])nc([H])c1[H],1,1,0.06666666666666667,0.07142857142857142,1,0.6967730487615329,7.993578153140028,17,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0015,pocket-ref-ligand,0.0,0,[H]Oc1c([H])c([H])c(C(=O)N([H])[C@@]2([H])[C@]3([H])C(=O)[C@@]([H])([N+]([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(S(O[H])(O[H])O[H])[C@@]32[H])c([H])c1[H],1,1,0.23529411764705882,0.2857142857142857,1,0.44265356241557063,8.319921888098468,24,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0016,pocket-ref-ligand,0.0,0,[H]OS1(O[H])OC([H])([H])C2=N[C@]([H])(C([H])([H])[H])C([C@@]([H])(N([H])N([H])c3c4c(nn3C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C4([H])[H])C([H])([H])[H])=C2C1([H])[H],1,1,0.14285714285714285,0.14285714285714285,1,0.5765325284530419,8.185671550289193,27,,,,
2026-09-18-5lvo-s0-n100,2026-09-18-5lvo-s0-n100-0017,pocket-ref-ligand,0.0,0,[H]/C1=C2/C([H])([H])/C(=N\C(=O)OC([H])([H])C2([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])C([H])([H])[C@@]3([H])O[C@]2([H])O[C@@]3([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(C([H])([H])[C@]2([H])C([H])([H])OC3(C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C1([H])[H],1,1,0.13333333333333333,0.14285714285714285,1,0.4643385027658504,9.658780947953465,39,,,,
